Year,Present_Price,Kms_Driven,Fuel_Type,Seller_Type,Transmission,Owner,Selling_Price
2014,11.74,27911,Petrol,Dealer,Manual,0,9.01
2001,29.41,197918,Petrol,Dealer,Manual,0,21.19
2021,11.91,36911,Petrol,Individual,Manual,0,10.48
2015,14.9,178487,Petrol,Individual,Manual,0,9.9
2024,20.29,13087,Diesel,Dealer,Automatic,0,19.87
2007,20.16,88668,Petrol,Dealer,Manual,0,14.98
2012,28.6,133678,Diesel,Dealer,Automatic,0,23.71
2020,26.01,127151,Petrol,Individual,Automatic,0,22.88
2000,24.23,154804,Petrol,Dealer,Manual,0,16.52
2015,28.65,74484,Petrol,Dealer,Automatic,0,25.36
2006,8.46,151010,Petrol,Individual,Manual,1,2.05
2004,19.28,131451,Diesel,Dealer,Automatic,1,12.78
2021,26.84,45462,Diesel,Individual,Automatic,0,25.27
2022,19.48,103885,Petrol,Dealer,Manual,0,17.15
2002,29.37,19040,Diesel,Individual,Manual,0,24.31
2011,4.81,128974,Petrol,Dealer,Automatic,0,0.5
2015,14.3,48649,Petrol,Individual,Automatic,0,11.43
2018,29.37,23785,Diesel,Dealer,Automatic,0,27.53
2004,12.63,103944,CNG,Dealer,Automatic,0,6.58
2021,22.71,17920,Diesel,Dealer,Manual,0,21.59
2024,2.85,175165,Petrol,Dealer,Automatic,0,0.5
2013,21.46,21493,Petrol,Dealer,Manual,0,18.63
2004,28.17,164465,Petrol,Individual,Manual,0,21.13
2014,12.72,181067,Diesel,Individual,Manual,0,7.47
2016,2.6,45150,Petrol,Dealer,Manual,0,0.5
2013,2.78,165147,Diesel,Dealer,Manual,0,0.5
2019,26.98,114732,Diesel,Individual,Manual,0,23.85
2004,22.23,178626,Petrol,Dealer,Automatic,0,14.95
2011,4.99,108563,Petrol,Dealer,Automatic,2,0.5
2015,3.53,53159,Petrol,Individual,Manual,0,0.59
2015,24.54,64640,Petrol,Individual,Manual,0,21.41
2020,24.68,50598,Petrol,Individual,Manual,0,22.81
2006,5.37,132505,Diesel,Individual,Manual,0,0.5
2003,10.44,84516,Petrol,Individual,Automatic,0,4.51
2000,23.84,51817,Diesel,Dealer,Manual,1,17.83
2004,16.71,37562,Diesel,Dealer,Manual,0,11.76
2022,28.78,138532,Petrol,Dealer,Manual,0,25.88
2009,15.47,51682,Petrol,Individual,Manual,0,11.32
2021,20.95,63334,Petrol,Individual,Manual,0,19.08
2004,16.27,46790,Petrol,Dealer,Manual,0,11.16
2003,28.4,23166,Diesel,Individual,Manual,0,23.48
2001,13.16,78697,Petrol,Dealer,Manual,0,6.91
2019,8.43,93912,Petrol,Dealer,Automatic,0,5.64
2009,11.15,79259,Petrol,Dealer,Manual,0,6.54
2018,25.88,96806,Petrol,Individual,Automatic,1,22.84
2000,15.94,149414,Petrol,Individual,Manual,0,8.32
2023,11.92,118638,Petrol,Dealer,Manual,0,9.55
2004,17.24,181518,Petrol,Dealer,Manual,0,9.91
2012,5.73,23655,Petrol,Individual,Automatic,0,2.66
2003,2.15,22910,Diesel,Individual,Manual,0,0.5
2015,9.86,119443,Petrol,Dealer,Manual,0,5.83
2023,18.94,46942,Petrol,Dealer,Manual,0,17.75
2015,21.93,179128,Diesel,Dealer,Automatic,0,16.91
2022,25.15,26866,Diesel,Individual,Manual,0,24.09
2001,27.95,186031,Petrol,Individual,Manual,0,19.93
2016,13.54,71245,Petrol,Individual,Manual,1,10.51
2019,22.73,115270,Petrol,Individual,Manual,0,19.59
2023,4.09,106390,Petrol,Individual,Manual,0,1.92
2011,3.61,46305,Petrol,Dealer,Manual,0,0.5
2017,5.49,163475,Diesel,Dealer,Manual,0,1.15
2002,14.56,54006,Diesel,Individual,Automatic,2,8.92
2000,7.92,52342,Petrol,Dealer,Automatic,1,1.9
2000,10.03,198177,Petrol,Individual,Manual,0,1.6
2018,20.14,104229,Petrol,Individual,Manual,0,16.98
2010,12.04,24292,Petrol,Individual,Manual,0,8.54
2004,17.61,167717,Diesel,Dealer,Automatic,0,10.51
2011,13.55,125908,Petrol,Individual,Manual,0,8.59
2002,6.73,39237,Petrol,Individual,Manual,0,1.34
2000,4.07,50802,Petrol,Individual,Manual,0,0.5
2000,8.61,30576,Petrol,Individual,Automatic,0,2.95
2007,3.62,91288,Diesel,Dealer,Manual,0,0.5
2009,19.32,76574,Petrol,Dealer,Manual,0,14.76
2010,24.28,137120,Petrol,Individual,Manual,0,18.92
2011,11.51,42620,Diesel,Individual,Automatic,0,7.92
2012,12.84,50604,Diesel,Individual,Manual,0,9.32
2011,24.85,114017,Petrol,Individual,Automatic,0,20.08
2013,8.23,127168,Diesel,Individual,Automatic,0,3.66
2001,5.34,41308,Diesel,Individual,Manual,0,0.5
2018,16.03,70349,Petrol,Individual,Automatic,0,13.43
2017,20.09,78493,Diesel,Individual,Manual,0,17.15
2002,18.79,10840,Diesel,Dealer,Automatic,0,13.86
2022,21.99,51538,Petrol,Dealer,Manual,0,20.52
2016,3.59,155019,Diesel,Dealer,Manual,0,0.5
2007,13.99,7219,Petrol,Dealer,Automatic,0,10.16
2009,8.68,69841,Diesel,Individual,Manual,2,4.23
2001,23.26,167064,Petrol,Dealer,Manual,0,15.55
2018,26.44,122989,Petrol,Individual,Manual,0,22.97
2008,9.88,121881,Diesel,Individual,Automatic,0,4.36
2006,4.67,16538,Petrol,Individual,Manual,0,0.5
2003,9.1,26333,Petrol,Dealer,Manual,0,4.12
2020,4.91,128708,Petrol,Dealer,Manual,0,1.76
2017,11.03,10688,Petrol,Dealer,Manual,1,9.2
2012,17.07,41174,Petrol,Individual,Manual,1,13.71
2010,29.26,110368,Diesel,Individual,Manual,1,24.35
2023,13.18,102276,CNG,Dealer,Manual,0,11.08
2003,8.16,131865,Petrol,Dealer,Automatic,0,1.45
2024,6.67,92097,Diesel,Individual,Automatic,0,4.95
2020,6.85,145555,Petrol,Dealer,Manual,0,3.42
2024,7.39,21415,Petrol,Dealer,Automatic,0,6.83
2003,23.34,135969,Petrol,Dealer,Automatic,0,16.56
2009,3.71,73014,Diesel,Dealer,Manual,0,0.5
2004,29.93,72497,Diesel,Individual,Manual,0,24.4
2008,16.64,117603,Petrol,Dealer,Manual,0,11.19
2023,17.24,58469,CNG,Dealer,Manual,0,15.86
2002,12.01,93114,Petrol,Dealer,Manual,0,5.73
2016,21.33,26288,Petrol,Dealer,Automatic,0,19.04
2002,15.2,125672,Diesel,Dealer,Automatic,0,8.38
2015,11.21,122194,Diesel,Individual,Automatic,0,7.13
2003,9.42,181930,Petrol,Individual,Manual,0,1.88
2017,27.92,198813,Petrol,Individual,Manual,0,22.99
2016,10.15,166220,Diesel,Individual,Manual,0,5.55
2006,14.22,139097,Petrol,Dealer,Automatic,0,8.01
2023,11.81,174124,Petrol,Individual,Manual,0,8.53
2022,4.41,15100,Petrol,Dealer,Manual,1,3.54
2004,7.21,22812,Diesel,Dealer,Manual,0,2.5
2011,7.31,30629,Petrol,Dealer,Manual,2,3.92
2016,21.42,195766,Diesel,Dealer,Automatic,0,16.34
2022,13.38,126563,Petrol,Dealer,Automatic,0,10.68
2012,23.9,194699,Diesel,Dealer,Manual,1,18.01
2022,21.85,6947,Diesel,Dealer,Manual,0,21.12
2024,7.38,153061,Diesel,Individual,Manual,0,4.65
2002,17.76,40704,Petrol,Dealer,Manual,0,12.34
2008,22.8,199801,Diesel,Individual,Automatic,0,16.0
2016,19.73,190183,Petrol,Individual,Manual,0,14.74
2016,18.8,148851,Petrol,Individual,Automatic,1,14.49
2019,22.71,39702,Petrol,Individual,Manual,0,20.82
2015,3.59,24090,Petrol,Individual,Automatic,0,1.13
2024,22.48,134169,Petrol,Individual,Manual,1,20.06
2021,9.63,136801,Petrol,Individual,Automatic,0,6.55
2012,18.01,146258,Petrol,Dealer,Manual,0,12.92
2018,8.78,178021,Diesel,Individual,Manual,0,4.4
2016,25.49,149283,Petrol,Dealer,Manual,0,21.17
2003,15.46,129855,Petrol,Individual,Automatic,0,8.78
2011,20.0,185234,Petrol,Dealer,Manual,0,14.06
2008,24.23,77106,Petrol,Dealer,Manual,1,19.45
2018,27.07,110300,Petrol,Dealer,Manual,0,23.81
2011,22.5,44807,Petrol,Dealer,Automatic,0,18.87
2008,6.17,140206,Petrol,Dealer,Manual,1,0.5
2006,25.93,151398,Diesel,Individual,Automatic,0,19.51
2013,19.32,13782,Diesel,Dealer,Manual,0,16.62
2019,19.06,63832,Petrol,Dealer,Manual,0,16.77
2018,27.8,92000,Diesel,Individual,Manual,0,24.84
2014,8.97,8223,Diesel,Dealer,Manual,0,6.56
2015,8.71,182146,CNG,Individual,Manual,0,3.64
2020,16.37,24747,Petrol,Individual,Automatic,1,14.93
2004,23.02,64232,Petrol,Individual,Manual,0,17.63
2002,14.52,165619,Diesel,Dealer,Manual,0,7.04
2011,19.75,181724,Diesel,Dealer,Manual,0,13.87
2024,14.67,109088,Petrol,Dealer,Automatic,1,12.67
2019,19.09,180865,Petrol,Individual,Manual,0,14.87
2020,25.02,85433,Diesel,Dealer,Automatic,0,22.58
2003,7.05,107257,Petrol,Individual,Automatic,0,0.74
2020,21.47,138683,Diesel,Individual,Automatic,0,18.15
2022,24.05,53429,Diesel,Individual,Manual,0,22.55
2015,14.52,194125,Petrol,Dealer,Automatic,0,9.26
2024,11.05,94813,Petrol,Dealer,Manual,0,9.28
2006,2.38,137725,Diesel,Individual,Manual,0,0.5
2012,24.32,39236,Diesel,Dealer,Automatic,0,20.99
2020,11.18,185512,Petrol,Individual,Manual,0,7.09
2009,12.0,71940,Petrol,Dealer,Automatic,0,7.51
2006,11.41,56595,Diesel,Individual,Automatic,2,6.56
2013,15.96,107686,Petrol,Individual,Manual,0,11.71
2004,21.67,181159,Petrol,Dealer,Automatic,0,14.35
2002,23.61,199070,Petrol,Dealer,Automatic,1,15.58
2022,12.99,59885,Diesel,Dealer,Manual,0,11.38
2010,20.57,66991,Petrol,Individual,Manual,1,16.37
2010,22.18,28930,Petrol,Dealer,Manual,0,18.61
2017,10.31,192422,Diesel,Individual,Manual,0,5.49
2014,4.71,119534,Diesel,Individual,Manual,0,0.5
2011,27.05,102261,Petrol,Individual,Manual,0,22.48
2008,20.96,96405,CNG,Dealer,Automatic,1,15.86
2009,20.15,56899,Diesel,Dealer,Manual,0,15.91
2011,3.65,43366,Petrol,Dealer,Automatic,0,0.5
2016,24.9,133626,Petrol,Individual,Manual,0,20.84
2005,17.85,108648,Petrol,Individual,Automatic,0,11.93
2006,25.74,38826,Petrol,Dealer,Manual,0,21.18
2013,29.29,15266,Diesel,Dealer,Manual,0,26.56
2012,28.8,26124,Petrol,Dealer,Manual,0,25.69
2007,25.97,16338,Petrol,Individual,Automatic,1,21.98
2009,2.31,87866,Petrol,Individual,Manual,0,0.5
2008,26.8,13934,Petrol,Individual,Automatic,0,23.06
2017,4.1,101859,Petrol,Individual,Automatic,0,0.77
2001,25.83,184599,Petrol,Individual,Manual,0,17.83
2004,9.84,65327,Petrol,Dealer,Automatic,0,4.43
2004,19.08,124129,Diesel,Dealer,Manual,0,12.7
2005,3.07,178399,Petrol,Dealer,Manual,0,0.5
2018,23.59,171083,Petrol,Dealer,Manual,0,19.33
2007,5.13,48217,Petrol,Dealer,Automatic,0,0.62
2015,13.5,170494,Diesel,Individual,Manual,2,8.63
2012,24.89,196437,Petrol,Dealer,Manual,2,18.97
2000,21.47,58072,Petrol,Individual,Manual,0,15.35
2021,2.17,17200,Petrol,Dealer,Manual,0,1.06
2019,13.28,105879,Petrol,Dealer,Manual,0,10.3
2016,3.17,40444,Petrol,Individual,Manual,0,0.65
2006,20.86,18609,Petrol,Dealer,Manual,2,16.63
2024,29.13,33861,CNG,Individual,Manual,0,28.37
2012,20.35,157947,Diesel,Individual,Automatic,0,15.06
2003,8.28,185330,Diesel,Individual,Manual,0,0.69
2003,11.95,77123,Petrol,Dealer,Automatic,0,6.14
2005,29.35,137480,Diesel,Individual,Automatic,0,22.96
2018,8.27,167319,Diesel,Dealer,Manual,0,4.07
2011,17.72,123147,Petrol,Individual,Manual,0,12.8
2021,13.21,92349,Petrol,Individual,Manual,0,10.86
2006,23.51,45927,Petrol,Dealer,Automatic,0,18.83
2009,26.29,6217,Petrol,Individual,Manual,0,22.88
2018,11.54,109173,Diesel,Dealer,Manual,0,8.3
2006,20.49,11807,Diesel,Individual,Manual,0,16.37
2002,17.37,132784,Petrol,Individual,Manual,0,10.43
2012,9.8,29638,Petrol,Dealer,Manual,0,6.63
2012,9.61,33471,Petrol,Individual,Automatic,0,6.37
2017,17.08,105621,Diesel,Individual,Manual,0,13.69
2019,6.31,41788,CNG,Dealer,Manual,0,4.38
2007,24.7,53765,Petrol,Dealer,Manual,0,20.1
2008,3.93,112691,Petrol,Dealer,Manual,0,0.5
2006,4.65,154162,Petrol,Dealer,Manual,0,0.5
2000,11.58,157437,Petrol,Dealer,Manual,0,3.83
2002,5.31,175634,Petrol,Dealer,Automatic,0,0.5
2012,15.32,15387,Diesel,Dealer,Manual,0,12.38
2024,13.19,112256,Petrol,Individual,Automatic,0,11.13
2016,22.21,94166,Petrol,Individual,Manual,0,18.8
2024,28.68,170083,Petrol,Individual,Automatic,0,25.67
2023,23.1,159440,Petrol,Individual,Manual,0,20.06
2000,7.02,23835,Petrol,Dealer,Manual,0,1.47
2005,28.19,58364,Petrol,Individual,Manual,0,23.1
2020,12.98,144198,Petrol,Individual,Manual,0,9.57
2005,15.28,145878,Petrol,Dealer,Manual,0,8.75
2011,13.8,126005,Diesel,Dealer,Automatic,0,8.83
2012,9.86,135867,Diesel,Dealer,Manual,0,4.94
2012,27.06,79848,Petrol,Individual,Automatic,0,23.06
2014,11.3,175461,Petrol,Individual,Automatic,0,6.14
2020,18.2,90839,Petrol,Individual,Automatic,0,15.67
2015,8.72,116464,Petrol,Dealer,Automatic,0,4.74
2021,24.33,20770,Diesel,Individual,Manual,0,23.16
2020,23.68,181049,Petrol,Individual,Manual,0,19.67
2010,10.3,59128,Petrol,Individual,Automatic,0,6.23
2004,21.08,31068,Petrol,Individual,Automatic,0,16.23
2003,21.71,82226,Petrol,Individual,Manual,0,15.81
2002,17.75,99533,Petrol,Dealer,Automatic,0,11.36
2018,18.82,154512,Petrol,Dealer,Manual,0,14.83
2019,18.08,24436,Petrol,Dealer,Manual,0,16.44
2024,4.29,89253,Petrol,Individual,Manual,2,2.61
2017,20.77,18454,Petrol,Individual,Automatic,0,18.81
2014,15.15,179495,Petrol,Dealer,Manual,1,9.92
2008,14.28,165467,Petrol,Individual,Manual,0,8.04
2016,26.08,133899,Petrol,Individual,Manual,0,22.02
2013,2.65,184131,Petrol,Dealer,Manual,0,0.5
2014,9.04,145214,Diesel,Dealer,Automatic,0,4.38
2000,5.4,154281,Diesel,Dealer,Manual,0,0.5
2020,2.99,68095,CNG,Individual,Manual,0,0.84
2021,9.72,51140,CNG,Individual,Manual,0,8.05
2021,29.68,40155,Petrol,Individual,Manual,0,28.19
2002,9.57,59126,Petrol,Dealer,Manual,0,3.85
2015,20.58,185409,Diesel,Dealer,Automatic,0,15.46
2022,5.31,151523,Petrol,Individual,Automatic,0,2.19
2024,18.85,104558,Petrol,Dealer,Manual,0,16.92
2010,29.57,106912,Petrol,Dealer,Automatic,2,24.71
2011,10.17,174098,Petrol,Individual,Automatic,0,4.41
2009,25.75,5881,Petrol,Dealer,Automatic,0,22.35
2015,29.93,54927,Petrol,Individual,Manual,1,26.96
2007,18.48,132777,Petrol,Dealer,Manual,2,12.58
2005,10.66,94882,Petrol,Individual,Automatic,0,4.97
2011,20.86,165405,Diesel,Dealer,Manual,0,15.24
2023,25.66,55759,Petrol,Dealer,Automatic,1,24.33
2020,6.8,95464,Diesel,Dealer,Automatic,0,4.2
2007,14.67,15278,Diesel,Individual,Manual,0,10.7
2003,10.94,169936,CNG,Dealer,Automatic,0,3.6
2007,9.93,12029,Diesel,Dealer,Automatic,0,6.02
2017,26.1,74653,Petrol,Dealer,Automatic,0,23.22
2004,13.81,155339,Diesel,Dealer,Manual,0,6.92
2008,11.49,197365,Diesel,Dealer,Automatic,0,4.73
2003,18.9,196565,Petrol,Dealer,Automatic,2,11.12
2021,8.14,133775,Petrol,Individual,Automatic,0,5.11
2016,8.44,88380,Petrol,Individual,Manual,0,5.13
2008,16.57,100592,Petrol,Dealer,Manual,0,11.4
2000,13.46,15965,Diesel,Dealer,Automatic,0,8.04
2020,10.26,74685,Petrol,Individual,Automatic,0,8.0
2019,3.51,58618,Diesel,Individual,Automatic,0,1.31
2012,16.58,152552,Petrol,Dealer,Automatic,0,11.38
2015,24.87,145148,Petrol,Dealer,Automatic,0,20.41
2012,25.84,112025,Diesel,Dealer,Automatic,0,21.31
2013,8.59,172559,Petrol,Dealer,Manual,0,3.27
2002,18.79,180750,Petrol,Dealer,Manual,0,11.06
2005,25.96,152334,Diesel,Individual,Manual,0,19.32
2017,13.44,135441,Diesel,Dealer,Manual,0,9.56
2018,28.1,67499,Petrol,Individual,Automatic,1,25.54
2004,27.28,11461,CNG,Individual,Manual,0,22.76
2014,7.83,149753,Petrol,Individual,Manual,0,3.09
2024,9.25,44986,Petrol,Dealer,Manual,0,8.3
2001,7.05,119654,Petrol,Dealer,Manual,0,0.5
2009,7.49,11430,Diesel,Individual,Automatic,0,4.0
2023,27.42,106971,Petrol,Individual,Manual,0,25.24
2017,28.07,33914,Petrol,Dealer,Manual,0,25.86
2012,3.45,43178,Diesel,Individual,Manual,2,0.5
2004,18.62,62264,Diesel,Dealer,Automatic,1,13.26
2022,17.8,128934,Petrol,Dealer,Manual,0,15.06
2023,12.94,162536,Petrol,Dealer,Automatic,0,9.85
2000,19.69,66047,Petrol,Individual,Manual,0,13.44
2021,28.53,100984,Petrol,Individual,Manual,0,26.04
2000,6.77,131019,Diesel,Individual,Manual,0,0.5
2017,5.37,159593,Petrol,Individual,Manual,0,1.09
2014,2.93,48792,Petrol,Individual,Manual,1,0.5
2016,12.19,153961,Diesel,Individual,Manual,0,7.8
2010,11.45,70631,Diesel,Individual,Manual,0,7.19
2020,14.06,152680,Petrol,Individual,Automatic,0,10.51
2024,16.09,190054,Petrol,Dealer,Automatic,2,12.75
2021,23.22,147681,Diesel,Dealer,Automatic,0,19.96
2016,12.98,66662,Petrol,Individual,Automatic,0,10.02
2012,11.26,159907,Petrol,Dealer,Manual,0,5.94
2000,25.15,184453,Petrol,Dealer,Automatic,0,16.95
2001,25.79,39469,Petrol,Individual,Manual,0,20.19
2008,8.52,134143,Petrol,Dealer,Automatic,0,2.8
2002,10.81,122063,Petrol,Individual,Automatic,0,4.05
2000,25.1,151147,Diesel,Individual,Automatic,0,17.45
2020,4.22,9690,Diesel,Dealer,Manual,1,3.03
2015,11.12,157091,Petrol,Dealer,Manual,0,6.47
2022,14.55,156236,Diesel,Individual,Manual,0,11.36
2005,7.24,36831,Diesel,Individual,Manual,0,2.5
2016,7.04,168188,Petrol,Dealer,Manual,1,2.41
2004,13.9,24065,Petrol,Dealer,Manual,2,9.17
2004,23.13,14729,Diesel,Dealer,Manual,0,18.55
2005,25.53,21106,Petrol,Dealer,Manual,0,21.05
2002,29.42,158681,Petrol,Dealer,Manual,0,22.06
2020,4.07,46825,Petrol,Dealer,Manual,2,2.27
2022,8.07,62741,Diesel,Individual,Automatic,0,6.42
2004,23.19,26193,Petrol,Dealer,Automatic,0,18.42
2020,17.14,171245,Diesel,Dealer,Automatic,0,13.29
2004,11.18,48807,Petrol,Dealer,Automatic,0,6.04
2009,7.76,37948,Petrol,Dealer,Automatic,0,3.83
2009,9.85,43402,Diesel,Dealer,Automatic,0,5.83
2018,14.02,19895,Petrol,Dealer,Automatic,0,12.25
2016,6.96,10384,Diesel,Individual,Manual,0,4.93
2020,29.0,136274,Petrol,Dealer,Manual,0,25.72
2013,5.01,124567,Petrol,Individual,Manual,0,0.5
2008,29.6,178911,Petrol,Dealer,Manual,0,23.14
2013,25.57,60582,Diesel,Dealer,Automatic,0,22.09
2000,13.85,113676,Diesel,Dealer,Automatic,0,6.82
2018,22.71,71656,Diesel,Dealer,Manual,0,20.08
2012,20.8,74494,Petrol,Dealer,Manual,0,16.89
2012,7.97,168933,Petrol,Dealer,Automatic,0,2.5
2003,11.49,190638,Diesel,Individual,Manual,0,3.81
2000,16.37,30615,Petrol,Individual,Manual,0,10.7
2016,19.86,192327,Petrol,Individual,Automatic,0,14.83
2007,17.2,92499,Diesel,Individual,Manual,0,11.96
2001,15.24,70746,Diesel,Individual,Manual,1,9.12
2007,14.41,60854,Diesel,Dealer,Automatic,0,9.69
2006,15.95,56642,Diesel,Dealer,Manual,0,11.09
2001,14.16,111594,Petrol,Dealer,Automatic,0,7.37
2021,17.16,95132,Diesel,Dealer,Manual,1,14.77
2021,26.86,110652,Petrol,Dealer,Manual,1,24.21
2002,19.72,69996,Diesel,Individual,Automatic,0,13.82
2017,22.23,191190,Petrol,Dealer,Manual,0,17.43
2011,18.73,54712,Petrol,Dealer,Manual,0,14.94
2000,20.0,45335,Diesel,Dealer,Manual,0,14.09
2021,18.19,41111,Petrol,Individual,Automatic,0,16.69
2011,2.75,149406,Petrol,Dealer,Manual,0,0.5
2004,29.99,136179,Petrol,Individual,Manual,1,23.41
2024,2.94,157387,Petrol,Individual,Automatic,0,0.5
2016,13.06,69092,Diesel,Dealer,Manual,0,10.06
2015,4.94,76332,Petrol,Dealer,Manual,0,1.62
2014,4.71,168644,Petrol,Dealer,Manual,2,0.5
2022,24.22,155279,Petrol,Dealer,Automatic,0,21.04
2014,13.93,55923,Petrol,Dealer,Automatic,0,10.74
2004,24.43,56652,Petrol,Dealer,Manual,0,19.16
2020,9.64,113138,Petrol,Dealer,Automatic,0,6.74
2013,9.18,166308,Diesel,Dealer,Automatic,0,3.96
2001,9.03,72698,Diesel,Dealer,Manual,0,2.88
2010,19.25,158993,Petrol,Dealer,Manual,1,13.53
2018,24.82,169791,Diesel,Dealer,Manual,0,20.58
2006,14.66,117497,Diesel,Individual,Manual,0,8.8
2005,12.62,138739,Petrol,Individual,Manual,0,6.21
2001,29.26,178640,Diesel,Individual,Manual,0,21.36
2005,5.27,33309,Petrol,Individual,Manual,0,0.59
2017,15.63,99985,Diesel,Individual,Manual,0,12.33
2001,13.44,35099,Petrol,Dealer,Manual,0,7.91
2017,4.75,185018,Diesel,Individual,Automatic,0,0.5
2014,9.51,84450,Petrol,Dealer,Manual,0,5.85
2018,2.8,116604,Petrol,Dealer,Automatic,0,0.5
2001,26.55,90093,Petrol,Dealer,Manual,0,20.11
2019,19.02,33937,Petrol,Dealer,Manual,0,17.22
2024,24.82,132058,Diesel,Dealer,Manual,0,22.44
2005,16.6,67376,Diesel,Dealer,Manual,0,11.36
2000,18.79,59991,Diesel,Dealer,Manual,0,12.64
2023,21.62,37039,Petrol,Dealer,Manual,0,20.6
2014,27.42,133971,Diesel,Dealer,Manual,0,22.94
2022,4.57,67724,Petrol,Dealer,Manual,0,2.83
2009,11.27,136882,Petrol,Individual,Automatic,0,5.71
2018,21.85,71546,Petrol,Individual,Manual,2,19.23
2016,28.83,59978,Petrol,Individual,Automatic,0,25.98
2004,29.46,34847,Diesel,Dealer,Manual,0,24.55
2003,19.87,149757,Petrol,Individual,Manual,0,12.86
2009,7.42,176353,Diesel,Dealer,Automatic,0,1.21
2023,5.34,149030,Petrol,Dealer,Manual,1,2.47
2016,28.49,137213,Diesel,Individual,Manual,0,24.37
2009,14.15,46666,Diesel,Individual,Manual,2,10.08
2016,7.45,9030,Petrol,Individual,Manual,0,5.44
2019,28.15,12541,Petrol,Individual,Manual,0,26.7
2023,4.93,107380,Diesel,Individual,Manual,0,2.75
2004,22.43,33484,Petrol,Dealer,Manual,0,17.54
2001,19.51,156750,Petrol,Dealer,Manual,0,11.97
2005,4.46,87686,Petrol,Dealer,Manual,0,0.5
2020,11.48,61224,Diesel,Dealer,Automatic,0,9.44
2001,6.2,137172,Diesel,Dealer,Manual,1,0.5
2012,18.93,178502,Petrol,Dealer,Automatic,0,13.31
2010,15.36,8497,Petrol,Individual,Manual,0,12.12
2010,2.12,145958,Petrol,Dealer,Automatic,0,0.5
2015,29.32,126339,Petrol,Dealer,Manual,0,25.17
2010,11.79,133051,Petrol,Individual,Manual,0,6.5
2018,9.23,195641,Petrol,Individual,Manual,0,4.56
2014,8.23,84628,Petrol,Individual,Manual,0,4.56
2024,6.45,88392,Diesel,Dealer,Manual,0,4.79
2022,29.98,159736,Diesel,Dealer,Automatic,0,26.73
2022,10.26,59507,Diesel,Individual,Manual,0,8.66
2015,13.35,60158,Diesel,Individual,Manual,1,10.29
2010,26.4,162536,Diesel,Individual,Automatic,0,20.63
2021,19.97,166790,Diesel,Dealer,Manual,0,16.4
2015,12.32,107697,Petrol,Individual,Manual,0,8.48
2007,27.15,17667,Petrol,Individual,Manual,1,23.14
2003,22.99,70122,Petrol,Individual,Manual,0,17.29
2007,8.38,146673,Diesel,Dealer,Manual,0,2.25
2003,20.02,59088,Petrol,Individual,Manual,0,14.5
2023,27.83,24909,Diesel,Individual,Automatic,0,27.01
2024,15.9,138878,Petrol,Individual,Manual,0,13.41
2002,22.54,9552,Petrol,Dealer,Manual,0,17.63
2002,29.19,69809,Petrol,Dealer,Automatic,0,23.29
2017,21.33,96800,Petrol,Dealer,Automatic,0,18.08
2018,4.87,129687,CNG,Individual,Manual,0,1.29
2018,8.85,121920,Petrol,Individual,Automatic,1,5.4
2020,18.66,62761,Petrol,Individual,Manual,1,16.59
2004,9.72,40592,Diesel,Dealer,Manual,2,4.72
2017,28.81,86570,Diesel,Individual,Manual,0,25.73
2009,13.35,165538,Petrol,Individual,Manual,0,7.32
2021,14.8,182068,Petrol,Dealer,Manual,0,10.97
2020,21.64,90228,Diesel,Dealer,Manual,0,19.12
2005,16.68,93050,Petrol,Dealer,Manual,0,11.02
2000,12.7,126435,CNG,Dealer,Manual,0,5.46
2004,4.15,145714,Petrol,Individual,Automatic,0,0.5
2008,18.7,29636,Petrol,Individual,Manual,2,14.7
2011,26.29,43596,Petrol,Individual,Manual,0,22.68
2013,21.2,106263,Petrol,Individual,Manual,0,16.97
2001,12.68,140259,Petrol,Dealer,Manual,0,5.41
2016,5.58,38737,Diesel,Individual,Manual,0,3.08
2013,24.86,191175,Petrol,Dealer,Manual,0,19.23
2012,28.37,61121,Petrol,Dealer,Automatic,0,24.68
2008,12.87,14211,Petrol,Individual,Automatic,0,9.13
2024,22.4,166723,Diesel,Dealer,Manual,0,19.45
2014,13.5,6653,Petrol,Dealer,Manual,0,11.12
2024,16.06,8362,Petrol,Individual,Manual,0,15.72
2021,25.42,141552,Petrol,Individual,Manual,0,22.26
2014,4.34,102417,Diesel,Dealer,Manual,0,0.5
2023,16.85,97783,Petrol,Individual,Manual,0,14.83
2010,8.01,97401,Diesel,Dealer,Automatic,0,3.31
2015,11.51,91307,CNG,Individual,Manual,1,7.94
2016,20.04,195900,Petrol,Dealer,Manual,0,14.95
2003,2.76,168703,Petrol,Individual,Automatic,0,0.5
2000,18.63,106429,Diesel,Dealer,Automatic,0,11.72
2007,9.94,11671,Petrol,Individual,Manual,0,6.03
2016,20.75,130721,Diesel,Individual,Manual,0,16.74
2002,5.96,147110,Petrol,Individual,Manual,0,0.5
2019,22.6,27716,Diesel,Dealer,Manual,0,20.9
2014,20.08,53041,Diesel,Individual,Manual,0,16.94
2014,29.19,192049,Petrol,Individual,Manual,0,23.76
2023,27.51,155704,Petrol,Individual,Manual,0,24.53
2021,9.93,28247,Diesel,Individual,Manual,2,8.64
